protein_ids,majority_protein_ids,fasta_header,mol_weight,score,intensity,intensity_abeta1,intensity_abeta2,intensity_abeta3,intensity_abeta4,intensity_veh1,intensity_veh2,intensity_veh3,intensity_veh4,ibaq,ibaq_abeta1,ibaq_abeta2,ibaq_abeta3,ibaq_abeta4,ibaq_veh1,ibaq_veh2,ibaq_veh3,ibaq_veh4,lfq_intensity_abeta1,lfq_intensity_abeta2,lfq_intensity_abeta3,lfq_intensity_abeta4,lfq_intensity_veh1,lfq_intensity_veh2,lfq_intensity_veh3,lfq_intensity_veh4,msms_count_abeta1,msms_count_abeta2,msms_count_abeta3,msms_count_abeta4,msms_count_veh1,msms_count_veh2,msms_count_veh3,msms_count_veh4
sp|Q8VCG3|WDR74_MOUSE;tr|Q3UL50|Q3UL50_MOUSE;tr|Q8R3V4|Q8R3V4_MOUSE,sp|Q8VCG3|WDR74_MOUSE;tr|Q3UL50|Q3UL50_MOUSE;tr|Q8R3V4|Q8R3V4_MOUSE,sp|Q8VCG3|WDR74_MOUSE WD repeat-containing protein 74 OS=Mus musculus OX=10090 GN=Wdr74 PE=2 SV=1;tr|Q3UL50|Q3UL50_MOUSE WD repeat-containing protein 74 OS=Mus musculus OX=10090 GN=Wdr74 PE=1 SV=1;tr|Q8R3V4|Q8R3V4_MOUSE Wdr74 protein OS=Mus musculus OX=100,42.636,79.723,3222200000,296630000,467370000,580670000,376720000,375040000,305410000,511760000,308580000,153440000,14125000,22256000,27651000,17939000,17859000,14543000,24369000,14694000,352400000,398730000,437520000,329540000,378620000,366140000,410980000,308700000,23,30,32,26,21,29,35,22
tr|Q059U9|Q059U9_MOUSE;sp|Q9DBR0|AKAP8_MOUSE;tr|A0A494B9I1|A0A494B9I1_MOUSE;tr|A0A494BAZ0|A0A494BAZ0_MOUSE;tr|A0A494BAG5|A0A494BAG5_MOUSE;tr|A0A494BAT4|A0A494BAT4_MOUSE,tr|Q059U9|Q059U9_MOUSE;sp|Q9DBR0|AKAP8_MOUSE,tr|Q059U9|Q059U9_MOUSE A kinase (PRKA) anchor protein 8 OS=Mus musculus OX=10090 GN=Akap8 PE=1 SV=1;sp|Q9DBR0|AKAP8_MOUSE A-kinase anchor protein 8 OS=Mus musculus OX=10090 GN=Akap8 PE=1 SV=1,76.293,112.17,3017100000,318040000,344870000,493100000,275420000,396790000,362570000,421680000,404630000,111740000,11779000,12773000,18263000,10201000,14696000,13429000,15618000,14986000,366000000,327220000,393270000,285680000,414670000,386660000,361210000,358430000,23,29,36,26,24,27,29,29
sp|Q5PSV9|MDC1_MOUSE;tr|E9QK89|E9QK89_MOUSE;tr|G3UX64|G3UX64_MOUSE;tr|A0A286YCY4|A0A286YCY4_MOUSE,sp|Q5PSV9|MDC1_MOUSE;tr|E9QK89|E9QK89_MOUSE,sp|Q5PSV9|MDC1_MOUSE Mediator of DNA damage checkpoint protein 1 OS=Mus musculus OX=10090 GN=Mdc1 PE=1 SV=1;tr|E9QK89|E9QK89_MOUSE Mediator of DNA damage checkpoint protein 1 OS=Mus musculus OX=10090 GN=Mdc1 PE=1 SV=1,184.67,119.58,2630300000,202000000,271780000,459870000,288610000,300970000,350320000,413970000,342830000,37047000,2845100,3827800,6477100,4064900,4239000,4934100,5830600,4828600,285870000,307810000,351060000,273520000,299910000,346490000,317440000,294150000,23,26,42,23,23,32,37,30
sp|Q9CY27|TECR_MOUSE;tr|G3UWE1|G3UWE1_MOUSE;tr|Q52L67|Q52L67_MOUSE;tr|Q9CWN2|Q9CWN2_MOUSE;tr|Q3TAN8|Q3TAN8_MOUSE;tr|A0A1D5RLH3|A0A1D5RLH3_MOUSE;tr|A0A1D5RLB4|A0A1D5RLB4_MOUSE;tr|Q14C44|Q14C44_MOUSE,sp|Q9CY27|TECR_MOUSE;tr|G3UWE1|G3UWE1_MOUSE;tr|Q52L67|Q52L67_MOUSE;tr|Q9CWN2|Q9CWN2_MOUSE,"sp|Q9CY27|TECR_MOUSE Very-long-chain enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Tecr PE=1 SV=1;tr|G3UWE1|G3UWE1_MOUSE MCG11048, isoform CRA_c OS=Mus musculus OX=10090 GN=Tecr PE=1 SV=1;tr|Q52L67|Q52L67_MOUSE Gpsn2 protein OS=Mus musculus OX=10090 GN=T",36.09,31.817,5591300000,479650000,699820000,930320000,707500000,580330000,606330000,904940000,682440000,430100000,36896000,53832000,71563000,54423000,44641000,46641000,69610000,52495000,580910000,706940000,784600000,627570000,598810000,633140000,658200000,586150000,23,34,34,37,23,28,30,27
sp|Q99KV1|DJB11_MOUSE;tr|A0A338P778|A0A338P778_MOUSE,sp|Q99KV1|DJB11_MOUSE,sp|Q99KV1|DJB11_MOUSE DnaJ homolog subfamily B member 11 OS=Mus musculus OX=10090 GN=Dnajb11 PE=1 SV=1,40.555,111,6124100000,635810000,811390000,907440000,781000000,707360000,633090000,855190000,792780000,382750000,39738000,50712000,56715000,48813000,44210000,39568000,53450000,49549000,690410000,779220000,738370000,627620000,691310000,721930000,756880000,634480000,23,34,32,35,25,33,33,28
sp|P26043|RADI_MOUSE;tr|Q3TH46|Q3TH46_MOUSE;tr|Q3U111|Q3U111_MOUSE;tr|Q3UJJ8|Q3UJJ8_MOUSE;tr|Q7TSG6|Q7TSG6_MOUSE;tr|Q8C2N4|Q8C2N4_MOUSE;tr|Q05CE6|Q05CE6_MOUSE;tr|Q3TS74|Q3TS74_MOUSE,sp|P26043|RADI_MOUSE;tr|Q3TH46|Q3TH46_MOUSE;tr|Q3U111|Q3U111_MOUSE;tr|Q3UJJ8|Q3UJJ8_MOUSE;tr|Q7TSG6|Q7TSG6_MOUSE;tr|Q8C2N4|Q8C2N4_MOUSE;tr|Q05CE6|Q05CE6_MOUSE,sp|P26043|RADI_MOUSE Radixin OS=Mus musculus OX=10090 GN=Rdx PE=1 SV=3;tr|Q3TH46|Q3TH46_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Rdx PE=2 SV=1;tr|Q3U111|Q3U111_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN,68.542,136.96,4785900000,361220000,530870000,696910000,763100000,687070000,454260000,617230000,675260000,154380000,11652000,17125000,22481000,24616000,22164000,14653000,19911000,21783000,513840000,510330000,536440000,644520000,613040000,555410000,523680000,547120000,23,29,35,43,30,31,36,33
sp|O35134|RPA1_MOUSE;tr|Q3UHI3|Q3UHI3_MOUSE;tr|Q3TU49|Q3TU49_MOUSE;tr|Q80Y46|Q80Y46_MOUSE;tr|Q8BNM6|Q8BNM6_MOUSE;tr|Q05DK4|Q05DK4_MOUSE;tr|Q05BP7|Q05BP7_MOUSE;tr|Q3TUG2|Q3TUG2_MOUSE;tr|Q8C2X2|Q8C2X2_MOUSE;tr|Q3UZ02|Q3UZ02_MOUSE;tr|A0A0U1RPM9|A0A0U1RPM9_MOUSE;tr|A0A0U1RPX8|A0A0U1RPX8_MOUSE;tr|Q8BR29|Q8BR29_MOUSE,sp|O35134|RPA1_MOUSE;tr|Q3UHI3|Q3UHI3_MOUSE;tr|Q3TU49|Q3TU49_MOUSE;tr|Q80Y46|Q80Y46_MOUSE;tr|Q8BNM6|Q8BNM6_MOUSE;tr|Q05DK4|Q05DK4_MOUSE;tr|Q05BP7|Q05BP7_MOUSE;tr|Q3TUG2|Q3TUG2_MOUSE;tr|Q8C2X2|Q8C2X2_MOUSE,sp|O35134|RPA1_MOUSE DNA-directed RNA polymerase I subunit RPA1 OS=Mus musculus OX=10090 GN=Polr1a PE=1 SV=2;tr|Q3UHI3|Q3UHI3_MOUSE DNA-directed RNA polymerase subunit OS=Mus musculus OX=10090 GN=Polr1a PE=2 SV=1;tr|Q3TU49|Q3TU49_MOUSE DNA-directed RNA pol,194.11,178.23,3563600000,288420000,357140000,660210000,360090000,482050000,384330000,577340000,454050000,38319000,3101300,3840200,7099100,3871900,5183300,4132600,6208000,4882300,395090000,403770000,440190000,421710000,404610000,422030000,404940000,405060000,23,32,46,32,34,34,43,35
sp|O70152|DPM1_MOUSE;tr|A2BDX2|A2BDX2_MOUSE;tr|F8WII3|F8WII3_MOUSE,sp|O70152|DPM1_MOUSE;tr|A2BDX2|A2BDX2_MOUSE,sp|O70152|DPM1_MOUSE Dolichol-phosphate mannosyltransferase subunit 1 OS=Mus musculus OX=10090 GN=Dpm1 PE=1 SV=1;tr|A2BDX2|A2BDX2_MOUSE Dolichol-phosphate mannosyltransferase subunit 1 OS=Mus musculus OX=10090 GN=Dpm1 PE=1 SV=1,29.174,62.223,1844300000,146000000,246380000,315090000,197720000,275580000,196720000,282350000,184410000,108490000,8588500,14493000,18535000,11631000,16211000,11572000,16609000,10848000,197560000,232830000,232430000,211610000,194730000,217320000,230300000,162320000,22,17,17,14,16,12,18,14
tr|Q8C660|Q8C660_MOUSE;sp|P58468|F207A_MOUSE;tr|Q8C2N1|Q8C2N1_MOUSE;tr|Q3TVF6|Q3TVF6_MOUSE,tr|Q8C660|Q8C660_MOUSE;sp|P58468|F207A_MOUSE;tr|Q8C2N1|Q8C2N1_MOUSE;tr|Q3TVF6|Q3TVF6_MOUSE,"tr|Q8C660|Q8C660_MOUSE RIKEN cDNA 1810008A18, isoform CRA_a OS=Mus musculus OX=10090 GN=Fam207a PE=2 SV=1;sp|P58468|F207A_MOUSE Protein FAM207A OS=Mus musculus OX=10090 GN=Fam207a PE=1 SV=1;tr|Q8C2N1|Q8C2N1_MOUSE Uncharacterized protein OS=Mus musculus OX=",24.657,35.952,1589400000,214830000,221440000,260170000,135390000,172990000,184470000,249810000,150330000,176600000,23870000,24604000,28908000,15043000,19221000,20496000,27757000,16703000,213350000,231880000,211430000,140070000,184790000,207290000,204350000,131310000,22,12,19,14,15,18,16,14
sp|Q8BVF2|PDCL3_MOUSE;tr|A0A0A6YXV1|A0A0A6YXV1_MOUSE,sp|Q8BVF2|PDCL3_MOUSE,sp|Q8BVF2|PDCL3_MOUSE Phosducin-like protein 3 OS=Mus musculus OX=10090 GN=Pdcl3 PE=1 SV=1,27.581,76.767,1551300000,209890000,133780000,189770000,164290000,254620000,195260000,163150000,240570000,103420000,13992000,8918500,12651000,10953000,16975000,13017000,10877000,16038000,202490000,166840000,165130000,180540000,214870000,179270000,157710000,196220000,22,10,10,18,22,22,11,19
tr|A0A2I3BQS6|A0A2I3BQS6_MOUSE;tr|E9Q2H1|E9Q2H1_MOUSE;sp|Q80TP3|UBR5_MOUSE;tr|Q8BJK5|Q8BJK5_MOUSE;tr|A0A2I3BPG8|A0A2I3BPG8_MOUSE,tr|A0A2I3BQS6|A0A2I3BQS6_MOUSE;tr|E9Q2H1|E9Q2H1_MOUSE;sp|Q80TP3|UBR5_MOUSE,tr|A0A2I3BQS6|A0A2I3BQS6_MOUSE E3 ubiquitin-protein ligase UBR5 OS=Mus musculus OX=10090 GN=Ubr5 PE=1 SV=1;tr|E9Q2H1|E9Q2H1_MOUSE E3 ubiquitin-protein ligase UBR5 OS=Mus musculus OX=10090 GN=Ubr5 PE=1 SV=2;sp|Q80TP3|UBR5_MOUSE E3 ubiquitin-protein ligase U,308.96,68.38,1075000000,122380000,106140000,139100000,134940000,168210000,126420000,149050000,128730000,8205900,934210,810220,1061800,1030100,1284000,965050,1137800,982700,120010000,119650000,135540000,130690000,141350000,125430000,128610000,134720000,22,16,15,16,20,19,17,16
tr|Q3U9A3|Q3U9A3_MOUSE;sp|Q9R233|TPSN_MOUSE;tr|Q9D679|Q9D679_MOUSE;tr|Q3TCU5|Q3TCU5_MOUSE;tr|Q5XW49|Q5XW49_MOUSE;tr|A0A068BIS1|A0A068BIS1_MOUSE;tr|Q5XW52|Q5XW52_MOUSE;tr|Q5XW48|Q5XW48_MOUSE;tr|Q3TED6|Q3TED6_MOUSE;tr|Q91WI5|Q91WI5_MOUSE;tr|Q5XW51|Q5XW51_MOUSE;tr|Q3U7C1|Q3U7C1_MOUSE;tr|Q8C6N4|Q8C6N4_MOUSE;tr|G3UZZ2|G3UZZ2_MOUSE;tr|A0A3Q4EGL0|A0A3Q4EGL0_MOUSE;tr|Q5XW46|Q5XW46_MOUSE;tr|Q5XW47|Q5XW47_MOUSE;tr|Q5XW50|Q5XW50_MOUSE,tr|Q3U9A3|Q3U9A3_MOUSE;sp|Q9R233|TPSN_MOUSE;tr|Q9D679|Q9D679_MOUSE;tr|Q3TCU5|Q3TCU5_MOUSE;tr|Q5XW49|Q5XW49_MOUSE;tr|A0A068BIS1|A0A068BIS1_MOUSE;tr|Q5XW52|Q5XW52_MOUSE;tr|Q5XW48|Q5XW48_MOUSE;tr|Q3TED6|Q3TED6_MOUSE;tr|Q91WI5|Q91WI5_MOUSE;tr|Q5XW51|Q5XW51_MOUSE;tr|Q3U7C1|Q3U7C1_MOUSE,"tr|Q3U9A3|Q3U9A3_MOUSE TAP binding protein, isoform CRA_b OS=Mus musculus OX=10090 GN=Tapbp PE=2 SV=1;sp|Q9R233|TPSN_MOUSE Tapasin OS=Mus musculus OX=10090 GN=Tapbp PE=1 SV=2;tr|Q9D679|Q9D679_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tapbp ",49.736,36.952,2164000000,233380000,259770000,336230000,283620000,223320000,224710000,358100000,244850000,103050000,11113000,12370000,16011000,13506000,10634000,10700000,17052000,11659000,251650000,249780000,279090000,249500000,223120000,246720000,257050000,235310000,22,24,17,14,16,15,17,17
sp|Q8R3L2|TCF25_MOUSE;tr|A0A1D5RM90|A0A1D5RM90_MOUSE;tr|B2ZAC8|B2ZAC8_MOUSE;tr|Q80TL2|Q80TL2_MOUSE;tr|A0A1D5RLU0|A0A1D5RLU0_MOUSE,sp|Q8R3L2|TCF25_MOUSE;tr|A0A1D5RM90|A0A1D5RM90_MOUSE;tr|B2ZAC8|B2ZAC8_MOUSE;tr|Q80TL2|Q80TL2_MOUSE,sp|Q8R3L2|TCF25_MOUSE Transcription factor 25 OS=Mus musculus OX=10090 GN=Tcf25 PE=1 SV=2;tr|A0A1D5RM90|A0A1D5RM90_MOUSE Transcription factor 25 OS=Mus musculus OX=10090 GN=Tcf25 PE=1 SV=1;tr|B2ZAC8|B2ZAC8_MOUSE Nuclear localized protein-1 isoform d (Fragm,76.684,71.62,1421600000,144020000,161420000,202060000,221040000,165410000,138740000,195910000,192950000,45857000,4645900,5207000,6518100,7130400,5335800,4475400,6319700,6224300,162020000,156840000,163160000,180590000,170610000,148350000,165260000,173270000,22,19,19,21,15,14,18,15
sp|P97450|ATP5J_MOUSE;tr|E9QAD6|E9QAD6_MOUSE;tr|Q812D0|Q812D0_MOUSE,sp|P97450|ATP5J_MOUSE;tr|E9QAD6|E9QAD6_MOUSE,"sp|P97450|ATP5J_MOUSE ATP synthase-coupling factor 6, mitochondrial OS=Mus musculus OX=10090 GN=Atp5pf PE=1 SV=1;tr|E9QAD6|E9QAD6_MOUSE ATP synthase, H+-transporting, mitochondrial F0 complex, subunit F (Fragment) OS=Mus musculus OX=10090 GN=Atp5j PE=1 SV=",12.496,63.747,8915400000,967670000,1057200000,1634400000,955920000,931380000,1008400000,1484800000,875650000,1783100000,193530000,211440000,326880000,191180000,186280000,201680000,296950000,175130000,1001700000,995580000,1448200000,654410000,960600000,1091500000,1181300000,657150000,22,18,24,17,17,15,18,14
sp|Q8BGT7|SPF30_MOUSE;tr|Q3TGV3|Q3TGV3_MOUSE;tr|A0A494BAP9|A0A494BAP9_MOUSE;tr|A0A494BA53|A0A494BA53_MOUSE;tr|A0A494BAA2|A0A494BAA2_MOUSE,sp|Q8BGT7|SPF30_MOUSE;tr|Q3TGV3|Q3TGV3_MOUSE;tr|A0A494BAP9|A0A494BAP9_MOUSE;tr|A0A494BA53|A0A494BA53_MOUSE,sp|Q8BGT7|SPF30_MOUSE Survival of motor neuron-related-splicing factor 30 OS=Mus musculus OX=10090 GN=Smndc1 PE=1 SV=1;tr|Q3TGV3|Q3TGV3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Smndc1 PE=2 SV=1;tr|A0A494BAP9|A0A494BAP9_MOUSE Survival of mo,26.753,123.06,2310800000,225690000,267430000,397360000,236100000,297360000,274290000,335580000,277020000,256760000,25076000,29715000,44151000,26233000,33040000,30476000,37287000,30780000,275690000,251400000,312870000,222530000,289950000,298720000,286200000,246000000,22,22,18,17,15,21,13,18
sp|Q4FZF3|DDX49_MOUSE;tr|Q3UTV0|Q3UTV0_MOUSE,sp|Q4FZF3|DDX49_MOUSE;tr|Q3UTV0|Q3UTV0_MOUSE,sp|Q4FZF3|DDX49_MOUSE Probable ATP-dependent RNA helicase DDX49 OS=Mus musculus OX=10090 GN=Ddx49 PE=2 SV=1;tr|Q3UTV0|Q3UTV0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ddx49 PE=2 SV=1,54.093,44.047,1743800000,190480000,222560000,275230000,205590000,186060000,195300000,253920000,214640000,67068000,7326200,8559800,10586000,7907100,7156100,7511700,9766100,8255300,217580000,224300000,214020000,189090000,177510000,203490000,215970000,191320000,22,19,20,16,19,20,16,16
tr|Q3UKQ3|Q3UKQ3_MOUSE;tr|Q3U6Q1|Q3U6Q1_MOUSE;sp|Q923D5|WBP11_MOUSE;tr|Q3TXH8|Q3TXH8_MOUSE;tr|A0A0N4SWF7|A0A0N4SWF7_MOUSE;tr|Q3U521|Q3U521_MOUSE;tr|A0A0N4SVL7|A0A0N4SVL7_MOUSE;tr|A0A0N4SV69|A0A0N4SV69_MOUSE,tr|Q3UKQ3|Q3UKQ3_MOUSE;tr|Q3U6Q1|Q3U6Q1_MOUSE;sp|Q923D5|WBP11_MOUSE;tr|Q3TXH8|Q3TXH8_MOUSE,tr|Q3UKQ3|Q3UKQ3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Wbp11 PE=2 SV=1;tr|Q3U6Q1|Q3U6Q1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Wbp11 PE=2 SV=1;sp|Q923D5|WBP11_MOUSE WW domain-binding protein 11 OS=Mus musculus OX=1009,69.878,52.609,1973000000,219020000,280450000,257120000,360600000,216860000,182750000,299530000,156680000,65767000,7300600,9348300,8570500,12020000,7228800,6091500,9984400,5222600,238180000,220680000,237500000,186930000,220230000,257930000,226910000,173080000,22,23,13,16,20,15,24,17
tr|A0A087WQE6|A0A087WQE6_MOUSE;sp|P83940|ELOC_MOUSE;tr|A0A087WNT1|A0A087WNT1_MOUSE;tr|A0A087WPE4|A0A087WPE4_MOUSE,tr|A0A087WQE6|A0A087WQE6_MOUSE;sp|P83940|ELOC_MOUSE;tr|A0A087WNT1|A0A087WNT1_MOUSE;tr|A0A087WPE4|A0A087WPE4_MOUSE,tr|A0A087WQE6|A0A087WQE6_MOUSE Elongin-C (Fragment) OS=Mus musculus OX=10090 GN=Eloc PE=1 SV=1;sp|P83940|ELOC_MOUSE Elongin-C OS=Mus musculus OX=10090 GN=Eloc PE=1 SV=1;tr|A0A087WNT1|A0A087WNT1_MOUSE Elongin-C OS=Mus musculus OX=10090 GN=Eloc PE=1 SV=1;tr|,10.657,156.55,5994600000,622220000,641980000,805540000,819130000,880600000,582900000,741340000,900920000,856370000,88888000,91711000,115080000,117020000,125800000,83272000,105910000,128700000,633850000,557440000,626360000,599460000,778010000,569800000,548390000,613840000,22,17,15,20,24,19,16,19
tr|B1AYC9|B1AYC9_MOUSE;sp|Q8R5A3|AB1IP_MOUSE;tr|S4R2K5|S4R2K5_MOUSE;tr|F2Z4B7|F2Z4B7_MOUSE;tr|G5E867|G5E867_MOUSE;tr|F2Z3U3|F2Z3U3_MOUSE;tr|Q3TS23|Q3TS23_MOUSE,tr|B1AYC9|B1AYC9_MOUSE;sp|Q8R5A3|AB1IP_MOUSE,"tr|B1AYC9|B1AYC9_MOUSE Amyloid beta (A4) protein-binding, family B, member 1 interacting protein OS=Mus musculus OX=10090 GN=Apbb1ip PE=1 SV=1;sp|Q8R5A3|AB1IP_MOUSE Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Mus musc",74.318,74.56,2353900000,274700000,307420000,285780000,339240000,299090000,265400000,312410000,269830000,112090000,13081000,14639000,13609000,16154000,14243000,12638000,14877000,12849000,303140000,269480000,255560000,274510000,320410000,293220000,260680000,271520000,22,18,18,20,23,20,15,16
sp|O08582|GTPB1_MOUSE;tr|A0A2R8VHC2|A0A2R8VHC2_MOUSE;tr|A0A2R8W6Z1|A0A2R8W6Z1_MOUSE;tr|A0A2R8W725|A0A2R8W725_MOUSE;tr|A0A2R8VI47|A0A2R8VI47_MOUSE;tr|A0A2R8W6M4|A0A2R8W6M4_MOUSE;tr|A0A2R8VKJ2|A0A2R8VKJ2_MOUSE,sp|O08582|GTPB1_MOUSE,sp|O08582|GTPB1_MOUSE GTP-binding protein 1 OS=Mus musculus OX=10090 GN=Gtpbp1 PE=1 SV=2,72.3,91.975,1803300000,220460000,210800000,192350000,306590000,194150000,154910000,249870000,274150000,60110000,7348600,7026800,6411800,10220000,6471600,5163700,8329100,9138400,217740000,218060000,176310000,230610000,203220000,200230000,203840000,230240000,22,18,19,21,17,14,21,21
tr|Q6ZQ47|Q6ZQ47_MOUSE;sp|Q9Z103|ADNP_MOUSE;tr|Q5BL11|Q5BL11_MOUSE;tr|Q3UYC8|Q3UYC8_MOUSE;tr|Q5RKY4|Q5RKY4_MOUSE;tr|Q8BNY2|Q8BNY2_MOUSE,tr|Q6ZQ47|Q6ZQ47_MOUSE;sp|Q9Z103|ADNP_MOUSE;tr|Q5BL11|Q5BL11_MOUSE;tr|Q3UYC8|Q3UYC8_MOUSE;tr|Q5RKY4|Q5RKY4_MOUSE,tr|Q6ZQ47|Q6ZQ47_MOUSE MKIAA0784 protein (Fragment) OS=Mus musculus OX=10090 GN=Adnp PE=2 SV=1;sp|Q9Z103|ADNP_MOUSE Activity-dependent neuroprotector homeobox protein OS=Mus musculus OX=10090 GN=Adnp PE=1 SV=2;tr|Q5BL11|Q5BL11_MOUSE Adnp protein (Fragment),122.15,45.798,1452500000,212680000,205380000,243120000,134260000,119630000,165790000,208450000,163230000,23428000,3430300,3312600,3921300,2165400,1929600,2674100,3362100,2632800,192070000,192610000,191990000,164640000,140060000,168130000,194590000,137510000,22,25,27,13,14,16,19,18
tr|E9PUA7|E9PUA7_MOUSE;sp|Q62393|TPD52_MOUSE;tr|F8WHQ1|F8WHQ1_MOUSE;tr|D3Z637|D3Z637_MOUSE;tr|D3Z125|D3Z125_MOUSE;tr|D3Z7X7|D3Z7X7_MOUSE;tr|D3Z2U2|D3Z2U2_MOUSE,tr|E9PUA7|E9PUA7_MOUSE;sp|Q62393|TPD52_MOUSE;tr|F8WHQ1|F8WHQ1_MOUSE;tr|D3Z637|D3Z637_MOUSE;tr|D3Z125|D3Z125_MOUSE;tr|D3Z7X7|D3Z7X7_MOUSE,tr|E9PUA7|E9PUA7_MOUSE Tumor protein D52 OS=Mus musculus OX=10090 GN=Tpd52 PE=1 SV=1;sp|Q62393|TPD52_MOUSE Tumor protein D52 OS=Mus musculus OX=10090 GN=Tpd52 PE=1 SV=2;tr|F8WHQ1|F8WHQ1_MOUSE Tumor protein D52 OS=Mus musculus OX=10090 GN=Tpd52 PE=1 SV=1;tr,21.133,74.181,6042900000,699100000,594890000,677100000,777840000,1007500000,601080000,836880000,848470000,755360000,87387000,74361000,84637000,97230000,125940000,75136000,104610000,106060000,731570000,614500000,595770000,647280000,992430000,700130000,689000000,779500000,22,18,17,23,18,17,22,20
tr|Q3ULN2|Q3ULN2_MOUSE;sp|P62915|TF2B_MOUSE;tr|Q3UZJ3|Q3UZJ3_MOUSE;tr|Q3UNY0|Q3UNY0_MOUSE,tr|Q3ULN2|Q3ULN2_MOUSE;sp|P62915|TF2B_MOUSE;tr|Q3UZJ3|Q3UZJ3_MOUSE;tr|Q3UNY0|Q3UNY0_MOUSE,tr|Q3ULN2|Q3ULN2_MOUSE General transcription factor IIB OS=Mus musculus OX=10090 GN=Gtf2b PE=1 SV=1;sp|P62915|TF2B_MOUSE Transcription initiation factor IIB OS=Mus musculus OX=10090 GN=Gtf2b PE=1 SV=1;tr|Q3UZJ3|Q3UZJ3_MOUSE Uncharacterized protein OS=Mus m,34.819,150.03,1791800000,207850000,272670000,247930000,178550000,213820000,158430000,317240000,195300000,99544000,11547000,15148000,13774000,9919300,11879000,8801700,17625000,10850000,207080000,228960000,213350000,167640000,234230000,211390000,232520000,169170000,22,21,22,18,19,22,22,12
sp|Q91VH6|MEMO1_MOUSE;tr|Q3TWT2|Q3TWT2_MOUSE;tr|A0A3F2YNL8|A0A3F2YNL8_MOUSE;tr|A0A3B2W4I2|A0A3B2W4I2_MOUSE;tr|A0A3B2W7C9|A0A3B2W7C9_MOUSE;tr|A0A3B2WCC1|A0A3B2WCC1_MOUSE;tr|A0A3B2W4G7|A0A3B2W4G7_MOUSE,sp|Q91VH6|MEMO1_MOUSE;tr|Q3TWT2|Q3TWT2_MOUSE;tr|A0A3F2YNL8|A0A3F2YNL8_MOUSE;tr|A0A3B2W4I2|A0A3B2W4I2_MOUSE;tr|A0A3B2W7C9|A0A3B2W7C9_MOUSE,sp|Q91VH6|MEMO1_MOUSE Protein MEMO1 OS=Mus musculus OX=10090 GN=Memo1 PE=1 SV=1;tr|Q3TWT2|Q3TWT2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Memo1 PE=2 SV=1;tr|A0A3F2YNL8|A0A3F2YNL8_MOUSE Protein MEMO1 OS=Mus musculus OX=10090 GN=Memo1 PE=1 S,33.692,119,2866600000,273670000,276260000,336430000,451120000,454480000,302920000,329250000,442460000,179160000,17105000,17266000,21027000,28195000,28405000,18933000,20578000,27654000,329610000,287540000,295250000,393890000,362800000,309950000,272420000,395150000,22,16,17,19,28,18,17,21
sp|Q8K2M0|RM38_MOUSE,sp|Q8K2M0|RM38_MOUSE,"sp|Q8K2M0|RM38_MOUSE 39S ribosomal protein L38, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl38 PE=1 SV=2",45.029,61.59,2280900000,233190000,353060000,364070000,286870000,256710000,236660000,324180000,226210000,114050000,11659000,17653000,18203000,14344000,12835000,11833000,16209000,11310000,232520000,291750000,291360000,260350000,238830000,263080000,283720000,221670000,22,26,21,17,17,22,21,16
sp|Q9DCC4|P5CR3_MOUSE,sp|Q9DCC4|P5CR3_MOUSE,sp|Q9DCC4|P5CR3_MOUSE Pyrroline-5-carboxylate reductase 3 OS=Mus musculus OX=10090 GN=Pycr3 PE=1 SV=2,28.721,60.186,4766900000,562510000,509160000,469430000,828890000,737410000,268570000,573960000,816980000,397240000,46875000,42430000,39119000,69074000,61451000,22381000,47830000,68081000,598400000,517200000,417320000,628350000,646750000,362580000,481870000,626430000,22,18,18,25,25,13,18,23
tr|A0A0R4J0E4|A0A0R4J0E4_MOUSE;sp|Q7TQK1|INT7_MOUSE,tr|A0A0R4J0E4|A0A0R4J0E4_MOUSE;sp|Q7TQK1|INT7_MOUSE,tr|A0A0R4J0E4|A0A0R4J0E4_MOUSE Integrator complex subunit 7 OS=Mus musculus OX=10090 GN=Ints7 PE=1 SV=1;sp|Q7TQK1|INT7_MOUSE Integrator complex subunit 7 OS=Mus musculus OX=10090 GN=Ints7 PE=1 SV=1,106.87,97.141,1500100000,342190000,111400000,168830000,147640000,140980000,198990000,217860000,172240000,28848000,6580600,2142200,3246700,2839200,2711100,3826800,4189600,3312300,179460000,176960000,172080000,172960000,172610000,193270000,197760000,184560000,22,14,21,23,19,22,23,19
